date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:28:32	35946/35946	---M--	200	added ('OK')	application/javascript	etag:%226b45319-8c6a-53a4451bdcf1d%22	http://eliteadmin.themedesigner.in/demos/plugins/bower_components/jsgrid/dist/jsgrid.min.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/plugins/bower_components/jsgrid/dist/jsgrid.min.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/jsgrid.html)
09:28:36	23809/23809	---M--	200	added ('OK')	application/javascript	etag:%22483a5-5d01-53a43e6deeb5f%22	http://eliteadmin.themedesigner.in/demos/plugins/bower_components/flot/jquery.flot.pie.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/plugins/bower_components/flot/jquery.flot.pie.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/flot.html)
09:28:37	567638/567638	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f5fd30a82e20973d145d590eb7a8327d436a4d31%22	https://cdn.rawgit.com/bpampuch/pdfmake/0.1.18/build/vfs_fonts.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/cdn.rawgit.com/bpampuch/pdfmake/0.1.18/build/vfs_fonts.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/data-table.html)
09:28:38	11768/11768	---M--	200	added ('OK')	application/javascript	etag:%22488f7-2df8-53a43e7630b68%22	http://eliteadmin.themedesigner.in/demos/plugins/bower_components/flot/jquery.flot.time.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/plugins/bower_components/flot/jquery.flot.time.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/flot.html)
09:28:39	7090/7090	---M--	200	added ('OK')	application/javascript	etag:%22485b1-1bb2-53a43e7204d5a%22	http://eliteadmin.themedesigner.in/demos/plugins/bower_components/flot/jquery.flot.stack.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/plugins/bower_components/flot/jquery.flot.stack.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/flot.html)
09:28:39	5419/5419	---M--	200	added ('OK')	application/javascript	etag:%227a50f13-152b-53a43e65bd948%22	http://eliteadmin.themedesigner.in/demos/plugins/bower_components/flot/jquery.flot.crosshair.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/plugins/bower_components/flot/jquery.flot.crosshair.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/flot.html)
09:28:40	7811/7811	---M--	200	added ('OK')	application/javascript	etag:%222bdb38b-1e83-53a443f4f32f0%22	http://eliteadmin.themedesigner.in/demos/plugins/bower_components/flot.tooltip/js/jquery.flot.tooltip.min.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/plugins/bower_components/flot.tooltip/js/jquery.flot.tooltip.min.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/flot.html)
09:28:42	12170/12170	---M--	200	added ('OK')	application/javascript	etag:%226a204fc-2f8a-53fd30404eec6%22	http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/js/flot-data.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/eliteadmin-dark/js/flot-data.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/flot.html)
09:28:42	6600/6600	---M--	200	added ('OK')	application/javascript	etag:%226a20557-19c8-53fd304933e60%22	http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/js/morris-data.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/eliteadmin-dark/js/morris-data.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/morris-chart.html)
09:28:43	9608/9608	---M--	200	added ('OK')	application/javascript	etag:%226a20473-2588-53fd30350d514%22	http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/js/chartjs.init.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/eliteadmin-dark/js/chartjs.init.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/chart-js.html)
09:28:48	26225/26225	---M--	200	added ('OK')	application/javascript	etag:%22294713b-6671-53cf1e6969a9b%22	http://eliteadmin.themedesigner.in/demos/plugins/bower_components/knob/jquery.knob.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/plugins/bower_components/knob/jquery.knob.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/knob-chart.html)
09:28:49	39059/39059	---M--	200	added ('OK')	text/css	etag:%2276d6d44-9893-53a43d965458a%22	http://eliteadmin.themedesigner.in/demos/plugins/bower_components/css-chart/css-chart.css	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/plugins/bower_components/css-chart/css-chart.css	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/extra-charts.html)
09:28:50	3950/3950	---M--	200	added ('OK')	application/javascript	etag:%22244d6f8-f6e-53a444f9538f7%22	http://eliteadmin.themedesigner.in/demos/plugins/bower_components/jquery.easy-pie-chart/dist/jquery.easypiechart.min.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/plugins/bower_components/jquery.easy-pie-chart/dist/jquery.easypiechart.min.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/extra-charts.html)
09:28:51	122971/122971	---M--	200	added ('OK')	application/javascript	etag:%22481bd-1e05b-53a43e6b106d4%22	http://eliteadmin.themedesigner.in/demos/plugins/bower_components/flot/jquery.flot.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/plugins/bower_components/flot/jquery.flot.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/flot.html)
09:28:51	52091/52091	---M--	200	added ('OK')	application/javascript	etag:%227631bf9-cb7b-53a43d6d4130a%22	http://eliteadmin.themedesigner.in/demos/plugins/bower_components/Chart.js/Chart.min.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/plugins/bower_components/Chart.js/Chart.min.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/chart-js.html)
09:28:51	1950/1950	---M--	200	added ('OK')	application/javascript	etag:%228baa2c7-79e-53a43f30443f2%22	http://eliteadmin.themedesigner.in/demos/plugins/bower_components/jquery.easy-pie-chart/easy-pie-chart.init.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/plugins/bower_components/jquery.easy-pie-chart/easy-pie-chart.init.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/extra-charts.html)
09:28:51	6578/6578	---M--	200	added ('OK')	text/css	etag:%2247ddd4e-19b2-53a44014cc2e1%22	http://eliteadmin.themedesigner.in/demos/plugins/bower_components/vectormap/jquery-jvectormap-2.0.2.css	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/plugins/bower_components/vectormap/jquery-jvectormap-2.0.2.css	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/index2.html)
09:29:06	87878/87878	---M--	200	added ('OK')	image/jpeg	etag:%2293289ee-15746-53a440e34d528%22	http://eliteadmin.themedesigner.in/demos/plugins/images/large/img1.jpg	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/plugins/images/large/img1.jpg	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/index2.html)
09:29:07	5852/5852	---M--	200	added ('OK')	application/javascript	etag:%226a204b5-16dc-53fd303bcc63f%22	http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/js/dashboard2.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/eliteadmin-dark/js/dashboard2.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/index2.html)
09:29:08	104822/104822	---M--	200	added ('OK')	application/javascript	etag:%2247ddefc-19976-53a4401a69fa5%22	http://eliteadmin.themedesigner.in/demos/plugins/bower_components/vectormap/jquery-jvectormap-2.0.2.min.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/plugins/bower_components/vectormap/jquery-jvectormap-2.0.2.min.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/index2.html)
09:29:09	104252/104252	---M--	200	added ('OK')	application/javascript	etag:%228ecdb3b-1973c-53a44034d3e4c%22	http://eliteadmin.themedesigner.in/demos/plugins/bower_components/vectormap/jquery-jvectormap-world-mill-en.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/plugins/bower_components/vectormap/jquery-jvectormap-world-mill-en.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/index2.html)
09:29:10	5022/5022	---M--	200	added ('OK')	application/javascript	etag:%226a204e6-139e-53fd303d43bde%22	http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/js/dashboard3.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/eliteadmin-dark/js/dashboard3.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/index3.html)
09:29:10	20122/20122	---M--	200	added ('OK')	image/jpeg	etag:%22941af84-4e9a-53a440f01b448%22	http://eliteadmin.themedesigner.in/demos/plugins/images/news/slide1.jpg	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/plugins/images/news/slide1.jpg	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/index3.html)
09:29:10	1005/1005	---M--	200	added ('OK')	application/javascript	etag:%226a2047d-3ed-53fd303644e13%22	http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/js/chat.js	C:/Users/Mazeyar/Desktop/School/Web/Roctracker/public/template/Elite%20Admin/eliteadmin.themedesigner.in/demos/eliteadmin-dark/js/chat.js	(from http://eliteadmin.themedesigner.in/demos/eliteadmin-dark/chat.html)
